Adress,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
De Markerichter 1,Borculo,€ 460.000,360 m²,192 m²,1995,Bestaande bouw,"Eengezinswoning, geschakelde woning",Samengesteld dak bedekt met bitumineuze dakbedekking en kunststof,5 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,565
Larikslaan 8,Rhenen,€ 379.000,144 m²,128 m²,1961,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,2.650
Prinsengracht 757,Amsterdam,€ 3.995.000,214 m²,308 m²,1729,Bestaande bouw,"Grachtenpand, tussenwoning",Zadeldak bedekt met pannen,7 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,Niet verplicht,"Aan vaarwater, aan water en in centrum",Achtertuin,5.440
Hoogewoud 76,Zwaag,€ 250.000,146 m²,95 m²,1983,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,Achtertuin en voortuin,1.025
Vogelenzangseweg 14 a,Hagestein,€ 800.000,580 m²,178 m²,2007,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",A,,"Achtertuin, voortuin en zijtuin",€ 3.334
Ardèchelaan 14,Eindhoven,€ 511.000,311 m²,158 m²,1988,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met pannen,7 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,In woonwijk,"Achtertuin, voortuin en zijtuin",3.985
Bieslook 29,Uithoorn,€ 380.000,190 m²,118 m²,1973,Bestaande bouw,"Eengezinswoning, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Aan park en in woonwijk,Achtertuin en voortuin,7.605
Soesterberghof 48,Nootdorp,€ 450.000,117 m²,115 m²,2008,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A+,Aan park en in woonwijk,Achtertuin en voortuin,3.335
Hoeveveld 23,Molenhoek,€ 895.000,1.265 m²,267 m²,1992,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag en een zolder,C,In woonwijk,Achtertuin en voortuin,3.690
Dorpstraat 63,Echt,€ 459.000,770 m²,180 m²,1972,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer,2 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.910
Callenbachstraat 21,Nijkerk,€ 995.000,850 m²,170 m²,1969,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,E,In centrum,"Achtertuin, tuin rondom, voortuin en zijtuin",1.615
Workumstraat 11,Emmeloord,€ 249.000,228 m²,110 m²,1979,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.280
Kinselmeer 2,Zaandam,€ 400.000,119 m²,127 m²,1974,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan park, aan rustige weg, aan water, beschutte ligging en in woonwijk",Achtertuin en voortuin,6.190
Jan de Jongstraat 2,Den Helder,€ 570.000,801 m²,163 m²,1975,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Lessenaardak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag en een vliering,D,In woonwijk,Tuin rondom,575
Kruiskamp 11,Swalmen,€ 625.000,6.830 m²,202 m²,1920,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,10 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",E,In woonwijk en vrij uitzicht,Achtertuin en voortuin,1.500
Zandweg 18,Burgh-Haamstede,€ 995.000,1.818 m²,216 m²,2000,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,C,Aan rustige weg,Tuin rondom,2.035
de Gildekamp 5031,Nijmegen,€ 350.000,280 m²,109 m²,1980,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,5.335
Van der Grondenmarke 34,Zwolle,€ 325.000,127 m²,93 m²,1987,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,2.385
Kanaal O.Z. 9,Tiendeveen (Gem. Hoogeveen),€ 599.000,4.060 m²,141 m²,1981,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer,1 woonlaag en een zolder,C,"Aan bosrand, aan rustige weg, beschutte ligging, buiten bebouwde kom, in bosrijke omgeving en landelijk gelegen",Tuin rondom,275
Parallelweg Zuid 3,Oud Gastel,€ 469.000,820 m²,135 m²,1904,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,A,"Aan rustige weg, buiten bebouwde kom, landelijk gelegen en vrij uitzicht",Achtertuin,405
Wachtelstraat 25,Gouda,€ 395.000,75 m²,100 m²,1937,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,F,"Aan vaarwater, aan water, in centrum, in woonwijk, open ligging en vrij uitzicht",,6.115
Op de set 126,Nijmegen,€ 675.000,230 m²,164 m²,2021,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,A+,In woonwijk,Achtertuin en voortuin,2.635
Venkel 31,Dronten,€ 339.500,280 m²,88 m²,1989,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,1.925
Koornmaat 21,Braamt,€ 1.195.000,690 m²,264 m²,2009,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met overig en pannen,7 kamers (6 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,"Aan bosrand, in woonwijk, landelijk gelegen en vrij uitzicht","Achtertuin, tuin rondom, voortuin en zijtuin",675
Donkerbos 24,Alphen (GE),€ 375.000,266 m²,112 m²,1998,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin,885
Bekermos 20,Nieuwerkerk aan den IJssel,€ 335.000,130 m²,90 m²,1978,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin,2.230
Zus Braunstraat 7,Amsterdam,€ 750.000,120 m²,161 m²,1995,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin,14.785
Ir Sassenstraat 32 A,Ulft,€ 325.000,943 m²,121 m²,1958,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,"2 woonlagen, een vliering en een kelder",D,In centrum,"Achtertuin, voortuin en zijtuin",3.270
Dianastraat 5,Almere,€ 965.000,415 m²,214 m²,2020,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met riet,8 kamers (6 slaapkamers),3 badkamers en 1 apart toilet,3 woonlagen,A++,Aan rustige weg en in woonwijk,Tuin rondom,7.270
Pauwoog 31,Zeewolde,€ 397.500,200 m²,115 m²,1992,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zonneterras",4.970
Van Goorswegje 13 a,Hierden,€ 775.000,1.227 m²,145 m²,1996,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,Aan rustige weg en landelijk gelegen,"Achtertuin, voortuin en zijtuin",225
Ko Donckerlaan 25,Amstelveen,€ 1.075.000,302 m²,197 m²,1992,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,8 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,
Vrijdomweg 46,Vlissingen,€ 469.000,145 m²,165 m²,1931,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen en een zolder,D,"Aan park, aan rustige weg en in woonwijk",Achtertuin,1.115
Hofstraat 9,Hoeven,€ 635.000,384 m²,223 m²,1912,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In centrum en in woonwijk,Achtertuin en voortuin,4.765
Hof van Sion 6,Rijswijk (ZH),€ 849.500,150 m²,173 m²,2020,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.280
Dora Ebbenhof 15,Nuenen,€ 395.000,165 m²,131 m²,2012,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.815
Buerweg 7,Bergen (NH),€ 3.500.000,3.000 m²,301 m²,1991,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,"Aan bosrand, aan rustige weg en beschutte ligging",Tuin rondom,360
Jan Rijksenstraat 42,Almere,€ 370.000,121 m²,91 m²,2000,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.885
Pekingsingel 81,IJsselstein,€ 340.000,110 m²,96 m²,2000,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer,2 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin,1.390
Lazuursteen 9,Houten,€ 495.000,157 m²,123 m²,2005,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,A+++,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,1.510
IJsvogelhof 18,Den Haag,€ 489.500,117 m²,116 m²,2002,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin,7.180
Noorder Parallelweg 8,Velp (GE),€ 319.500,172 m²,144 m²,1901,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,E,In centrum en in woonwijk,Voortuin en zijtuin,7.405
Stroomrug 23,Cuijk,€ 1.975.000,899 m²,324 m²,2008,Bestaande bouw,"Herenhuis, vrijstaande woning",Schilddak bedekt met pannen,9 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,A,"Aan rustige weg, aan vaarwater, aan water, in woonwijk, open ligging en vrij uitzicht",Achtertuin en tuin rondom,6.825
Geerdinkserf 3,Dalfsen,€ 865.000,694 m²,186 m²,2001,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in woonwijk,Tuin rondom,2.050
Straat van Corsica 152,Amersfoort,€ 450.000,157 m²,114 m²,2012,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,In woonwijk,"Achtertuin, voortuin en zijtuin",1.635
David Teniersstraat 2,Helmond,€ 325.000,288 m²,136 m²,1964,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",3.945
Jonagoldhof 22,Zoetermeer,€ 495.000,154 m²,144 m²,2000,Bestaande bouw,"Herenhuis, geschakelde woning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,5.270
Bas de Blokrede 22,Capelle aan den IJssel,€ 385.000,128 m²,112 m²,1981,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,1.095
Reuzenpandasingel 156,Heerhugowaard,€ 339.000,170 m²,120 m²,1992,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Beschutte ligging, in woonwijk en vrij uitzicht",Achtertuin en voortuin,3.145
Sneekermeer 32,Zoetermeer,€ 550.000,190 m²,153 m²,2016,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,7.360
Prinses Christinalaan 10,Bathmen,€ 399.000,360 m²,128 m²,1975,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",4.440
Oud-Loosdrechtsedijk 73,Loosdrecht,€ 950.000,743 m²,144 m²,1935,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,Aan water en beschutte ligging,"Achtertuin, tuin rondom, voortuin en zijtuin",2.150
Brinkpoortstraat 5,Deventer,€ 950.000,270 m²,326 m²,1883,Bestaande bouw,"Herenhuis, eindwoning",Samengesteld dak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,"3 woonlagen, een zolder en een kelder",G,Aan rustige weg en in centrum,Achtertuin,1.000
Wislaan 82,Uden,€ 485.000,215 m²,140 m²,1997,Bestaande bouw,"Eengezinswoning, geschakelde woning",Plat dak,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,,Tuin rondom,4.900
Bonifatiusstraat 16,Wijk bij Duurstede,€ 395.000,191 m²,116 m²,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.270
Gooiergracht 189,Laren (NH),€ 595.000,285 m²,132 m²,1972,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,8 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"In bosrijke omgeving, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",4.515
Langakkers 30,Druten,€ 375.000,253 m²,117 m²,1990,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,2 woonlagen en een zolder,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",2.365
Briljant 14,Middelburg,€ 209.000,126 m²,93 m²,1981,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin,1.235
De Brug 17,Apeldoorn,€ 525.000,252 m²,155 m²,1997,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak,6 kamers (4 slaapkamers),1 badkamer,2 woonlagen,B,,Achtertuin en voortuin,6.095
Steltacker 22,Hooge Mierde,€ 569.000,543 m²,159 m²,1996,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een vliering,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.345
Schapendrift 55,Blaricum,€ 1.895.000,2.070 m²,200 m²,1935,Bestaande bouw,"Villa, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,Niet verplicht,"Aan rustige weg, beschutte ligging en vrij uitzicht",Tuin rondom,4.990
Julianastraat 9,Numansdorp,€ 400.000,131 m²,129 m²,2012,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,7.665
Klaprooslaan 42,Hoevelaken,€ 459.000,221 m²,136 m²,1967,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,1.875
Bergeonstraat 16,Heiloo,€ 975.000,461 m²,152 m²,1950,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,"Aan rustige weg, beschutte ligging en in centrum",Tuin rondom,1.285
Lupinestraat 28,Capelle aan den IJssel,€ 360.000,126 m²,101 m²,1957,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin,1.325
Lindenlaan 45,Zaandam,€ 300.000,60 m²,77 m²,2006,Bestaande bouw,"Eengezinswoning, tussenwoning",Mansarde dak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,A,Aan rustige weg en in woonwijk,Voortuin,6.495
Watertuin 294,Barneveld,€ 399.000,138 m²,106 m²,2000,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,4.730
Stavorenerf 8,Tilburg,€ 500.000,279 m²,145 m²,2005,Bestaande bouw,"Bungalow, hoekwoning (semi-bungalow)",Lessenaardak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,"In woonwijk, open ligging en vrij uitzicht",Achtertuin en voortuin,4.235
Jean Lotenpad 3,Middenbeemster,€ 495.000,147 m²,126 m²,2017,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.265
Lindenlaan 8,Warnsveld,€ 369.000,262 m²,120 m²,1967,Bestaande bouw,"Eengezinswoning, hoekwoning",Dwarskap bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zonneterras",3.820
Noorderbreedte 32,De Meern,€ 450.000,144 m²,90 m²,1992,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.745
Steenbokstraat 33,Hazerswoude-Rijndijk,€ 399.000,107 m²,119 m²,1988,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Beschutte ligging en in woonwijk,Achtertuin en voortuin,1.520
Kornalijnstraat 31,Leiden,€ 675.000,127 m²,160 m²,2014,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,A++,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin,4.695
G.L.Rutgersweg 51,Neede,€ 389.000,885 m²,122 m²,1961,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,G,Buiten bebouwde kom en vrij uitzicht,Tuin rondom,
Sloe 14,Deurne,€ 285.000,180 m²,131 m²,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,In woonwijk,Achtertuin en voortuin,4.055
Kerkenmaaijerskamp 58,Velserbroek,€ 439.000,135 m²,106 m²,1987,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,In centrum en in woonwijk,Achtertuin en voortuin,1.390
Henry Fordstraat 6,Zwartewaal,€ 389.000,173 m²,128 m²,1906,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,In centrum,Achtertuin,585
Oude Rijksweg 396,Rouveen,€ 345.000,857 m²,190 m²,1900,Bestaande bouw,"Woonboerderij, halfvrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,Beschutte ligging en landelijk gelegen,Voortuin,1.175
Anthonie Duyckplein 18,Wassenaar,€ 895.000,193 m²,180 m²,1939,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,8 kamers (6 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,C,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en voortuin,1.825
Leeuwesteijn 13,Heenvliet,€ 299.500,181 m²,114 m²,1968,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zonneterras",1.105
Skâns 2,Winsum (FR),€ 375.000,588 m²,137 m²,1948,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,G,Aan water en in centrum,Achtertuin,960
Tramstraat 7,Schoonoord,€ 275.000,329 m²,114 m²,1957,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,G,Aan drukke weg en in centrum,Achtertuin en voortuin,2.005
Ardealaan 30,Hillegom,€ 395.000,220 m²,85 m²,1964,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,G,,"Achtertuin, voortuin en zijtuin",1.170
Geerstraat 38,Bergeijk,€ 369.000,331 m²,130 m²,1970,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3 woonlagen,D,In woonwijk,Achtertuin,1.115
Louis Zimmermannplein 104,Schiedam,€ 550.000,155 m²,148 m²,2011,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.090
Schoolstraat 45,Krimpen aan de Lek,€ 315.000,222 m²,72 m²,1938,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Mansarde dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,"Aan rustige weg, beschutte ligging en in centrum","Achtertuin, voortuin en zijtuin",1.425
Bezaan 19,Veenendaal,€ 450.000,167 m²,114 m²,1978,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,3.625
Wieger Bruinlaan 34,Hoofddorp,€ 495.000,155 m²,151 m²,1971,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en overig,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.175
