Adress,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
Stevenzandsestraat 25,Tilburg,€ 360.000,145 m²,107 m²,1905,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,3 woonlagen,C,"Aan park, aan rustige weg, in centrum en in woonwijk",Achtertuin,6.015
Ouderkerkerlaan 23,Amstelveen,€ 1.325.000,294 m²,176 m²,1920,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),3 badkamers en 2 aparte toiletten,4 woonlagen,B,"Aan water, in bosrijke omgeving, in centrum, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",2.280
van Bennekomlaan 9,Werkhoven,€ 598.000,475 m²,144 m²,1971,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.965
Anjelierstraat 75,Barneveld,€ 325.000,177 m²,102 m²,1968,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,In woonwijk,Achtertuin en voortuin,2.190
Gouverneur Holvoetstraat 24,Den Bosch,€ 545.000,583 m²,154 m²,1971,Bestaande bouw,"Bungalow, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),2 badkamers,1 woonlaag,C,"Aan rustige weg, aan water, in woonwijk, open ligging en vrij uitzicht","Achtertuin, voortuin en zijtuin",4.910
Berglaan 132,Zoetermeer,€ 400.000,205 m²,135 m²,1972,Bestaande bouw,"Eengezinswoning, hoekwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In woonwijk,"Achtertuin, voortuin en zijtuin",9.410
Ringbaan-West 339,Tilburg,€ 549.000,290 m²,163 m²,1956,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,In woonwijk,"Achtertuin, voortuin en zijtuin",4.000
Koningin-Julianalaan 67,Leersum,€ 1.325.000,726 m²,183 m²,2010,Bestaande bouw,"Villa, vrijstaande woning","Samengesteld dak bedekt met bitumineuze dakbedekking, leisteen en metaal",7 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een kelder,A,"Aan bosrand, aan rustige weg, in bosrijke omgeving, in woonwijk en vrij uitzicht",Tuin rondom,€ 4.141
Waterstadboulevard 150,Harderwijk,€ 535.000,127 m²,138 m²,2018,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,
Graafvorkhoek 8,Enschede,€ 650.000,368 m²,200 m²,1992,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen en een kelder,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,3.830
Zilverschat 12,Cuijk,€ 419.000,189 m²,102 m²,2017,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, aan water en in woonwijk","Achtertuin, voortuin en zijtuin",6.825
De Hoek 4,Est,€ 350.000,317 m²,142 m²,1986,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,450
Vlijtseweg 60,Apeldoorn,€ 379.500,210 m²,105 m²,1976,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",D,In woonwijk,"Achtertuin, tuin rondom, voortuin en zijtuin",2.435
Lingedijk 89,Gellicum,€ 835.000,4.524 m²,175 m²,1968,Bestaande bouw,"Eengezinswoning, vrijstaande woning (dijkwoning)",Zadeldak bedekt met pannen,5 kamers (2 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een kelder,B,"Aan vaarwater, aan water, buiten bebouwde kom, open ligging en vrij uitzicht",Tuin rondom,90
Kruisstraat 120,Stein,€ 315.000,560 m²,232 m²,1908,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,14 kamers (5 slaapkamers),3 badkamers,"3 woonlagen, een zolder en een kelder",F,,Achtertuin en voortuin,3.225
Amer 1,Chaam,€ 1.250.000,653 m²,235 m²,2017,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,8 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A+,"Aan park, aan rustige weg, in bosrijke omgeving, in woonwijk, landelijk gelegen, open ligging en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras",€ 3.133
Oude Graafseweg 188,Nijmegen,€ 595.000,245 m²,112 m²,1930,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,Aan rustige weg,Achtertuin en voortuin,6.250
de Warring 43,Heerenveen,€ 347.500,203 m²,127 m²,1994,Bestaande bouw,"Eengezinswoning, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,3.185
Midden-Scheepvaartstraat 18,Hoek van Holland,€ 365.000,111 m²,103 m²,1960,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,D,In woonwijk,Achtertuin,7.905
Herenweg 25,Rijnsaterwoude,€ 475.000,330 m²,103 m²,1922,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,E,Open ligging en vrij uitzicht,Achtertuin en voortuin,1.190
Willem Klooslaan 24,Vlissingen,€ 298.000,217 m²,113 m²,1958,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,440
Tapiola 3,Almelo,€ 365.000,278 m²,151 m²,2001,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan park, aan rustige weg en in woonwijk",Achtertuin en voortuin,1.850
Avenbeeck 65,Hillegom,€ 525.000,441 m²,152 m²,1978,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,C,"Aan water, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",1.470
Carthagolaan 10,Hillegom,€ 565.000,141 m²,141 m²,2012,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een vliering,A+,Aan rustige weg en in woonwijk,Achtertuin en voortuin,925
Parelduiker 12,Leusden,€ 465.000,218 m²,122 m²,1974,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, aan water, beschutte ligging en in woonwijk",Achtertuin en voortuin,1.130
Tongelaer 88,Hillegom,€ 479.000,136 m²,121 m²,1994,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,1.210
Horsterweg 174,Ermelo,€ 1.495.000,4.505 m²,345 m²,1928,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen en riet,10 kamers (8 slaapkamers),3 badkamers en 1 apart toilet,2 woonlagen en een zolder,D,Buiten bebouwde kom,Tuin rondom,1.920
Kikkerstraat 19,Den Haag,€ 325.000,30 m²,58 m²,1750,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak,3 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in centrum en in woonwijk",Patio/atrium,8.005
Gladiolenveld 59,Castricum,€ 635.000,277 m²,113 m²,1984,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Samengesteld dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.615
Rijnstraat 30,Den Bosch,€ 375.000,162 m²,141 m²,1965,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,G,In woonwijk,Achtertuin en voortuin,4.120
Wijnesteijnstraat 17 5,Nieuwegein,€ 460.000,102 m²,95 m²,2021,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met metaal,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A+,Aan rustige weg en in woonwijk,Achtertuin en voortuin,€ 3.870
Prins Bernhardlaan 3,Amersfoort,€ 1.050.000,522 m²,192 m²,1999,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lessenaardak,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen en een kelder,B,"Aan rustige weg, beschutte ligging, in bosrijke omgeving, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",€ 5.214
Zilverdistel 23,Den Bosch,€ 390.000,181 m²,101 m²,1987,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan water en in woonwijk,Achtertuin en voortuin,2.140
Herenweg 280,Vinkeveen,€ 1.128.000,895 m²,152 m²,1983,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, aan vaarwater en vrij uitzicht",Tuin rondom,2.540
Kolderveense Bovenboer 11,Nijeveen,€ 950.000,4.380 m²,242 m²,1923,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met riet,8 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,Landelijk gelegen,Tuin rondom,130
Johannes Vermeerlaan 26,Hillegom,€ 349.000,127 m²,97 m²,1966,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht",Achtertuin en voortuin,1.315
Merelweg 11,Mill,€ 425.000,629 m²,91 m²,1960,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer,2 woonlagen,C,In woonwijk,Tuin rondom,1.615
Wijnesteijnstraat 17 4,Nieuwegein,€ 450.000,95 m²,98 m²,2021,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met metaal,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A+,Aan rustige weg en in woonwijk,Achtertuin en voortuin,€ 3.870
Tolstoistraat 35,Zaandam,€ 350.000,154 m²,77 m²,1920,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer,2 woonlagen,G,"Aan water, in centrum en in woonwijk","Achtertuin, voortuin en zijtuin",2.515
Pegasusstraat 34,IJmuiden,€ 375.000,140 m²,105 m²,1959,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.595
Marga Klompéstraat 49,Herten,€ 450.000,339 m²,167 m²,1999,Bestaande bouw,"Eengezinswoning, geschakelde woning",Lessenaardak bedekt met bitumineuze dakbedekking en pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.370
Eksterlaan 4,Huizen,€ 2.225.000,2.131 m²,225 m²,1976,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in bosrijke omgeving,Tuin rondom,450
Korte Loostraat 20,Huissen,€ 499.000,530 m²,144 m²,,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging en in centrum","Achtertuin, voortuin en zijtuin",6.105
de Genestetlaan 17,Soest,€ 1.500.000,1.650 m²,317 m²,1975,Bestaande bouw,"Villa, vrijstaande woning (split-level woning)",Lessenaardak bedekt met pannen,9 kamers (6 slaapkamers),2 badkamers en 3 aparte toiletten,2 woonlagen en een kelder,A,"Aan bosrand, aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Tuin rondom,5.270
Molenspil 16,Krommenie,€ 555.000,118 m²,140 m²,2019,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.665
Brandenburgstraat 29,Uden,€ 295.000,168 m²,113 m²,1961,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.480
De Deel 31,Biddinghuizen,€ 335.000,228 m²,126 m²,1982,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,1.430
de Steeg 36,Angeren,€ 440.000,289 m²,116 m²,1998,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",2.275
Sandbergstraat 1,Abcoude,€ 1.150.000,475 m²,192 m²,1967,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,7 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",4.565
Bogerdlaan 7,Limmen,€ 795.000,334 m²,189 m²,1955,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een vliering,C,In centrum,Achtertuin en voortuin,2.100
Torenmolenerf 24,Gouda,€ 375.000,185 m²,115 m²,1989,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.140
Jhr. Huydecoperstraat 11,Nigtevecht,€ 510.000,314 m²,127 m²,1970,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,Vrij uitzicht,"Achtertuin, voortuin en zijtuin",1.295
Citroenvlinderstraat 11,Veenendaal,€ 350.000,131 m²,110 m²,1996,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,€ 3.472
Ettenseweg 74,Sprundel,€ 850.000,7.975 m²,199 m²,1992,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een vliering,C,Buiten bebouwde kom en vrij uitzicht,Tuin rondom,1.285
Jaagweg 39,Avenhorn,€ 500.000,520 m²,169 m²,1972,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,,"Achtertuin, voortuin en zijtuin",230
Stoffels 105,Uden,€ 950.000,945 m²,283 m²,1979,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met riet,11 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,C,"Aan rustige weg, beschutte ligging en in woonwijk",Tuin rondom,1.970
Burgemeester van den Boschstraat 41,Amerongen,Prijs op aanvraag,1.080 m²,390 m²,1860,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,10 kamers (5 slaapkamers),3 badkamers en 1 apart toilet,3 woonlagen,Niet verplicht,"Aan rustige weg, in bosrijke omgeving en in centrum","Achtertuin, voortuin en zijtuin",€ 3.849
Breelaan 108,Bergen (NH),€ 1.400.000,660 m²,150 m²,,Bestaande bouw,"Villa, vrijstaande woning",Mansarde dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,G,"Aan bosrand, aan drukke weg, beschutte ligging, in bosrijke omgeving en vrij uitzicht",Tuin rondom,1.145
Breelaan 108,Bergen (NH),€ 1.400.000,660 m²,150 m²,,Bestaande bouw,"Villa, vrijstaande woning",Mansarde dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,G,"Aan bosrand, aan drukke weg, beschutte ligging, in bosrijke omgeving en vrij uitzicht",Tuin rondom,1.145
Lanen 91,Harlingen,€ 400.000,126 m²,122 m²,1740,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"3 woonlagen, een zolder en een kelder",Niet verplicht,In centrum,Achtertuin,3.165
Jan Mankesstraat 9,Nunspeet,€ 339.000,166 m²,122 m²,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,In woonwijk,Achtertuin en voortuin,9.095
Poortwachter 106,Amstelveen,€ 690.000,135 m²,123 m²,1987,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,1.575
Alpert van Metzhof 1,Amsterdam,€ 625.000,81 m²,129 m²,1956,Bestaande bouw,"Eengezinswoning, hoekwoning (hofjeswoning)",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging en in centrum",Achtertuin,8.145
Capelseweg 222,Capelle aan den IJssel,€ 395.000,182 m²,88 m²,1932,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer,2 woonlagen,E,"Aan bosrand, aan drukke weg en aan park",Achtertuin en voortuin,690
Europaweg 116,Nieuw-Schoonebeek,€ 450.000,969 m²,135 m²,1955,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,"Landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,750
Smidse 109,Schaijk,€ 600.000,377 m²,181 m²,1977,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Tuin rondom,6.220
Pop Dijkemaweg 96 C,Groningen,€ 675.000,949 m²,155 m²,1996,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,D,"Aan rustige weg, bedrijventerrein en in woonwijk","Achtertuin, voortuin en zijtuin",2.050
1e Esweg 96,Wierden,€ 375.000,350 m²,87 m²,1938,Bestaande bouw,"Herenhuis, vrijstaande woning",Mansarde dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een vliering,G,Aan rustige weg,Achtertuin en voortuin,2.145
Akkerstraat 45,Gaanderen,€ 425.000,436 m²,118 m²,1954,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",C,"Aan rustige weg, in centrum en in woonwijk","Achtertuin, voortuin en zijtuin",2.230
Schelpweg 21,Strijen,€ 565.000,560 m²,221 m²,1910,Bestaande bouw,"Eengezinswoning, vrijstaande woning (dijkwoning)",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een kelder,E,Landelijk gelegen en vrij uitzicht,Achtertuin en zijtuin,6.960
Dr. Kortmannweg 14,Venray,€ 725.000,3.060 m²,139 m²,1918,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,G,"Aan park, aan rustige weg, beschutte ligging, in bosrijke omgeving en vrij uitzicht",Tuin rondom,825
Willem van Arkellaan 2,Gorinchem,€ 355.000,120 m²,123 m²,2000,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin,3.990
Heereplaats 23,Rozenburg (ZH),€ 375.000,219 m²,117 m²,1975,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Beschutte ligging, in woonwijk en vrij uitzicht",Achtertuin en voortuin,12.515
Jan van Ghestellaan 1,Rotterdam,€ 1.000.000,203 m²,173 m²,1925,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Plat dak,7 kamers (6 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen en een kelder,E,"Aan rustige weg, aan water, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",7.930
