Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
Noordkade 2,Waddinxveen,€ 699.000,455 m²,147 m²,1970,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,D,Aan rustige weg en vrij uitzicht,Tuin rondom,610
Laan van Kanaän 11,Beverwijk,€ 319.000,130 m²,69 m²,1938,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.510
Valksestraat 9 a,Alphen (GE),€ 1.250.000,4.150 m²,300 m²,2008,Bestaande bouw,"Herenhuis, vrijstaande woning",Samengesteld dak bedekt met pannen,11 kamers (7 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,"Aan rustige weg, aan water, landelijk gelegen en vrij uitzicht",Achtertuin en voortuin,780
Haarlemmertrekvaart 31,Oegstgeest,€ 4.500.000,4.389 m²,491 m²,1997,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,7 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen en een kelder,B,"Aan drukke weg, aan vaarwater, aan water en beschutte ligging",Tuin rondom,2.865
Theodorus de Leeuwlaan 2,Abcoude,€ 800.000,150 m²,135 m²,1952,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.865
Vogelkers 6 b,Poortugaal,€ 359.000,95 m²,90 m²,2009,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,2.355
Stationslaan 9,Groenlo,€ 469.000,1.230 m²,106 m²,1956,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Lessenaardak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag en een kelder,F,Aan rustige weg en in woonwijk,Tuin rondom,260
Klein Westerwijksestraat 6 b,Hilvarenbeek,€ 840.000,1.290 m²,336 m²,Voor 1906,Bestaande bouw,"Woonboerderij, vrijstaande woning",Schilddak bedekt met pannen en riet,10 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,C,"Aan rustige weg, buiten bebouwde kom, in bosrijke omgeving en landelijk gelegen",Tuin rondom,680
Costerweg 24,Wageningen,€ 550.000,158 m²,134 m²,1939,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen en een vliering,B,Aan water en in centrum,Achtertuin en voortuin,2.920
Dick Ketstraat 7,Eindhoven,€ 675.000,247 m²,162 m²,2003,Bestaande bouw,"Eengezinswoning, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,A,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,1.235
Staverdense beek 21,Biddinghuizen,€ 750.000,571 m²,156 m²,2005,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,A,"Aan bosrand, aan park, aan rustige weg, buiten bebouwde kom en landelijk gelegen",Tuin rondom,1.185
Goudenregenstraat 41,Zwolle,€ 298.500,122 m²,70 m²,1951,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,2 woonlagen,G,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,2.130
Simone de Beauvoirstraat 5,Nijmegen,€ 485.000,135 m²,128 m²,2017,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,In woonwijk,Achtertuin,2.635
Bavelselaan 296,Breda,€ 798.000,446 m²,169 m²,1975,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,7 kamers (6 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een vliering,C,In woonwijk,Achtertuin en voortuin,3.290
Molenstraat 4,Kerkdriel,€ 275.000,185 m²,82 m²,Voor 1906,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,G,In centrum,Achtertuin en voortuin,6.745
Raadhuisstraat 28 *,Diepenheim,Prijs op aanvraag,2.200 m²,157 m²,1925,Bestaande bouw,"Woonboerderij, vrijstaande woning",Samengesteld dak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,E,,Tuin rondom,1.215
Zandweg 39,Maarssen,€ 1.875.000,573 m²,295 m²,1900,Bestaande bouw,"Woonboerderij, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),3 badkamers en 1 apart toilet,2 woonlagen,A,"Aan vaarwater, aan water, in woonwijk en vrij uitzicht",Tuin rondom,3.355
Koepoortsweg 40,Hoorn (NH),€ 535.000,130 m²,100 m²,1903,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,Niet verplicht,In woonwijk,Achtertuin en voortuin,1.690
Parkweg 40,Maarssen,€ 650.000,148 m²,166 m²,1956,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen,E,In centrum,Achtertuin en voortuin,960
Dijkgraafseweg 50,Wageningen,€ 575.000,579 m²,156 m²,1965,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,F,Aan rustige weg en in woonwijk,"Achtertuin, tuin rondom, voortuin en zijtuin",2.585
E J Boschweg 38,Daarle,€ 499.000,425 m²,148 m²,1969,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en vrij uitzicht,"Achtertuin, voortuin en zijtuin",585
Nieuwe Laaklaan 20,Putten,€ 1.100.000,1.843 m²,229 m²,1973,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (4 slaapkamers),3 badkamers en 1 apart toilet,1 woonlaag,E,"Aan bosrand, aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Tuin rondom,2.610
Palmboomhof 8,Zwammerdam,€ 2.175.000,838 m²,370 m²,2011,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met pannen,13 kamers (6 slaapkamers),3 badkamers en 2 aparte toiletten,3 woonlagen,A,"Aan vaarwater, aan water en vrij uitzicht",Tuin rondom,1.045
Zevenblad 3,Uitgeest,€ 375.000,138 m²,94 m²,1985,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin,3.700
Leeuwerik 30,Bunschoten-Spakenburg,€ 450.000,182 m²,146 m²,1981,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,,Achtertuin en voortuin,3.825
Westenesscherstraat 83,Emmen,€ 795.000,16.370 m²,238 m²,1910,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met riet,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,C,Landelijk gelegen en vrij uitzicht,Tuin rondom,160
Jeroen Boschstraat 45,Terneuzen,€ 269.500,210 m²,107 m²,1965,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,2.650
Boonkamp 28,Ammerzoden,€ 420.000,304 m²,119 m²,1984,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.965
Groenstraat 22,Prinsenbeek,€ 399.000,252 m²,104 m²,1949,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,,"Achtertuin, voortuin en zijtuin",11.035
Vermeerstraat 32,Bleiswijk,€ 350.000,164 m²,130 m²,1970,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,760
John F. Kennedysingel 24,Melick,€ 319.500,403 m²,188 m²,1968,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,F,In woonwijk,"Achtertuin, voortuin en zijtuin",3.600
Wijdstraat 8,Oudewater,€ 389.000,104 m²,97 m²,1630,Bestaande bouw,"Eengezinswoning, tussenwoning",Schilddak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,Niet verplicht,In centrum,Plaats en zonneterras,2.300
Molenstraat 15,Goor,€ 299.500,377 m²,100 m²,1924,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,F,,"Achtertuin, voortuin en zijtuin",3.185
Schouwweg 83,Wassenaar,€ 2.980.000,2.550 m²,266 m²,1911,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,10 kamers (5 slaapkamers),3 badkamers en 2 aparte toiletten,3 woonlagen en een kelder,F,Beschutte ligging en in bosrijke omgeving,Tuin rondom,1.340
Postelse Hoeflaan 149,Tilburg,€ 365.000,143 m²,114 m²,1962,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,In woonwijk,Achtertuin en voortuin,12.425
West Vaardeke 60,Oudenbosch,€ 850.000,273 m²,312 m²,1850,Bestaande bouw,"Herenhuis, halfvrijstaande woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,"4 woonlagen, een zolder en een kelder",Niet verplicht,In centrum,Achtertuin,4.230
Parelgrijs 52 - 54,Zoetermeer,€ 725.000,264 m²,285 m²,1991,Bestaande bouw,"Herenhuis, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,8 kamers (7 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,In woonwijk,Achtertuin en voortuin,12.510
Heikampseweg 30,Heijen,€ 389.000,492 m²,139 m²,1972,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,9 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin,1.570
Haarweg 14,Tonden,€ 945.000,12.145 m²,133 m²,1906,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met riet,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,"Aan rustige weg, buiten bebouwde kom, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,340
Oranjestraat 1,Venlo,€ 415.000,204 m²,150 m²,1955,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,
's-Gravenzandseweg 109,Naaldwijk,€ 360.000,152 m²,91 m²,1919,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,,Voortuin en zijtuin,3.755
Hoefsmidlaan 3,Voorthuizen,€ 489.000,229 m²,130 m²,1990,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,1.435
Tiberstroom 2,Zoetermeer,€ 725.000,338 m²,185 m²,2004,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Mansarde dak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",16.005
Harenbergweg 53,Enschede,€ 925.000,483 m²,231 m²,2018,Bestaande bouw,"Eengezinswoning, geschakelde woning",Plat dak,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",1.525
Prieswijk 154,Elim,€ 375.000,343 m²,125 m²,1981,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,"Aan rustige weg, in centrum en in woonwijk","Achtertuin, voortuin en zijtuin",1.575
Spaarndammerdijk 96,Spaarndam gem. Haarlem,€ 550.000,181 m²,157 m²,1970,Bestaande bouw,"Eengezinswoning, vrijstaande woning (dijkwoning)",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,E,Aan drukke weg en aan vaarwater,Zonneterras,635
Mgr. Frederixplein 6,Afferden (LI),€ 299.000,240 m²,120 m²,1968,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,E,In bosrijke omgeving en in woonwijk,Achtertuin,1.660
Freya 40,Blauwestad,€ 550.000,1.021 m²,86 m²,2020,Bestaande bouw,"Bungalow, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,A,Aan water en vrij uitzicht,Tuin rondom,
Eikenlaan 14,Oudenbosch,€ 695.000,600 m²,147 m²,1957,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,E,,Tuin rondom,2.025
Hammarskjöldpark 13,Zetten,€ 499.000,523 m²,132 m²,1981,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,940
Sterkenstraatje 2,Helmond,€ 450.000,129 m²,177 m²,2002,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in centrum en in woonwijk",Achtertuin,2.735
Hoofdstraat 87,Landgraaf,€ 250.000,225 m²,164 m²,1938,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",E,Aan drukke weg en in centrum,Achtertuin,2.925
Grolloërstraat 12,Rolde,€ 445.000,522 m²,146 m²,1930,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,G,In centrum en vrij uitzicht,Achtertuin,3.755
Medemblikhof 63,Arnhem,€ 369.000,182 m²,126 m²,1978,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.925
Jac Catsstraat 114,Putten,€ 795.000,896 m²,160 m²,1948,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,"2 woonlagen, een zolder en een kelder",C,In woonwijk,Tuin rondom,
Koeslagstraat 2,Laren (GE),€ 639.000,545 m²,196 m²,1997,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,"2 woonlagen, een zolder en een kelder",B,Aan rustige weg,Tuin rondom,1.810
Pastoor Willemsplein 1,Appeltern,€ 600.000,843 m²,200 m²,1930,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,G,Aan rustige weg,Tuin rondom,495
Julianastraat 5,Harskamp,€ 850.000,1.470 m²,307 m²,1936,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met pannen,12 kamers (10 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,"Aan rustige weg, in bosrijke omgeving en landelijk gelegen",Tuin rondom,2.065
Reitsmastrjitte 50,Harkema,€ 495.000,1.831 m²,237 m²,1971,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,D,Aan water,Tuin rondom,4.025
De Cloese 7 - 9,Ugchelen,€ 1.000.000,875 m²,154 m²,1983,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),2 badkamers en 3 aparte toiletten,4 woonlagen en een vliering,D,Aan rustige weg en in woonwijk,Tuin rondom,3.505
Hoefpad 21,Biest-Houtakker,€ 350.000,126 m²,107 m²,2005,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,800
Baronielaan 7,Goirle,€ 575.000,319 m²,111 m²,1985,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,In woonwijk,"Achtertuin, tuin rondom, voortuin, zijtuin en zonneterras",975
Zwaluwenlaan 28,Rhoon,€ 324.000,120 m²,120 m²,1963,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In centrum,Achtertuin en voortuin,1.180
Huijgensstraat 18,Terneuzen,€ 249.500,152 m²,130 m²,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,2.040
Alkmaarsingel 249,Arnhem,€ 375.000,251 m²,87 m²,1985,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,"Aan park, aan rustige weg en in woonwijk","Achtertuin, voortuin, zijtuin en zonneterras",2.925
Beatrixlaan 9,Putten,€ 1.399.000,1.565 m²,232 m²,1957,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,9 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,"2 woonlagen, een zolder en een kelder",D,"Aan bosrand, aan rustige weg, in bosrijke omgeving en in woonwijk",Tuin rondom,2.610
Rozenstraat 26,Giesbeek,€ 270.000,229 m²,85 m²,1967,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,In woonwijk,Achtertuin en voortuin,2.750
Achttienhontpad 1,Warmond,€ 2.495.000,1.295 m²,325 m²,1993,Bestaande bouw,"Landhuis, vrijstaande woning",Samengesteld dak bedekt met leisteen,8 kamers (4 slaapkamers),3 badkamers en 1 apart toilet,3 woonlagen en een kelder,C,"Aan rustige weg, aan water, beschutte ligging, in centrum en in woonwijk",Tuin rondom,480
Klarendalseweg 300,Arnhem,€ 300.000,165 m²,73 m²,1933,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (4 slaapkamers),1 badkamer,3 woonlagen en een kelder,E,Beschutte ligging en in woonwijk,"Achtertuin, voortuin, zijtuin en zonneterras",1.405
Zeelsterstraat 210,Eindhoven,€ 317.500,147 m²,114 m²,1934,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,G,Aan drukke weg en in woonwijk,Achtertuin,3.930
Olieslagweg 15,Enschede,€ 450.000,209 m²,119 m²,2003,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.230
Maalbroek 139,Roermond,€ 600.000 v.o.n.,2.380 m²,129 m²,1929,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,4 kamers (2 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen,F,"Aan rustige weg, in bosrijke omgeving, in woonwijk, landelijk gelegen, open ligging en vrij uitzicht","Achtertuin, voortuin en zijtuin",765
Zwemmerslaan 7,Haarlem,€ 1.250.000,527 m²,206 m²,1995,Bestaande bouw,"Eengezinswoning, geschakelde woning",Plat dak,6 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,B,Aan park en aan rustige weg,"Achtertuin, voortuin en zijtuin",1.465
Hélène Swarthstraat 1,Spijkenisse,€ 399.000,130 m²,136 m²,1997,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin,4.440
Generaal Foulkesweg 87 -A,Wageningen,€ 1.150.000,677 m²,322 m²,1936,Bestaande bouw,"Villa, 2-onder-1-kapwoning",Samengesteld dak bedekt met riet,9 kamers (6 slaapkamers),3 badkamers en 1 apart toilet,"5 woonlagen, een vliering en een kelder",D,In woonwijk en vrij uitzicht,"Achtertuin, voortuin en zijtuin",945
Oostdijkseweg 18,Goedereede,€ 1.100.000,9.160 m²,187 m²,1800,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,D,"Aan rustige weg, in bosrijke omgeving, landelijk gelegen en vrij uitzicht",Tuin rondom,245
Herengracht 10 b,Middelburg,€ 439.000,162 m²,130 m²,1701,Bestaande bouw,"Grachtenpand, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"3 woonlagen, een zolder en een kelder",G,Aan water en in centrum,Achtertuin,1.040
Hooge Braak 23,Bakel,€ 595.000,457 m²,201 m²,1988,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",4.205
Chopinstraat 2,Haaksbergen,€ 550.000,489 m²,142 m²,1995,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.495
Vlasrootlaan 2,Waalre,€ 1.750.000,7.872 m²,242 m²,1997,Bestaande bouw,"Villa, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging, in bosrijke omgeving, landelijk gelegen en vrij uitzicht",Tuin rondom,470
Kuipersveld 2,Koog aan de Zaan,€ 400.000,128 m²,120 m²,1976,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,6.440
Vloeddijk 159 b,Kampen,€ 449.000,95 m²,141 m²,1850,Bestaande bouw,"Herenhuis, tussenwoning",Schilddak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in centrum,Achtertuin,5.180
Frankenhuis 15,Haaksbergen,€ 490.000,237 m²,155 m²,2014,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,A,"Aan park, aan rustige weg en in woonwijk",Achtertuin en zijtuin,1.015
Hietlandlaan 6,Doetinchem,Prijs op aanvraag,1.094 m²,221 m²,1994,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met riet,7 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,Aan bosrand en in woonwijk,"Achtertuin, tuin rondom, voortuin en zijtuin",185
Drift 3 b,Hijken,€ 399.000,497 m²,128 m²,1976,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een zolder,C,In woonwijk en landelijk gelegen,"Achtertuin, voortuin en zijtuin",665
Haaswijkweg West 90,Dordrecht,€ 895.000,492 m²,168 m²,1934,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,F,"In woonwijk, open ligging en vrij uitzicht","Achtertuin, voortuin en zijtuin",5.280
Baronielaan 25,Stadskanaal,€ 585.000,1.372 m²,174 m²,1966,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,B,Aan rustige weg en in woonwijk,Tuin rondom en zonneterras,2.140
