Adress,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
Dennenweg 1,Neede,€ 610.000,13.500 m²,185 m²,1929,Bestaande bouw,"Bungalow, vrijstaande woning",Zadeldak bedekt met pannen,3 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,"1 woonlaag, een zolder en een kelder",G,"Aan rustige weg, landelijk gelegen en open ligging",Tuin rondom,675
Fluitenbergseweg 72,Fluitenberg,€ 595.000,1.707 m²,150 m²,1972,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,A,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",420
Het Boschloo 106,Warnsveld,€ 525.000,497 m²,125 m²,1992,Bestaande bouw,"Eengezinswoning, geschakelde woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een vliering,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.080
Pollux 43,Berkel en Rodenrijs,€ 340.000,97 m²,88 m²,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,In woonwijk,Achtertuin,1.690
Van Aremberglaan 6,Wateringen,€ 489.000,154 m²,149 m²,1989,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,"Achtertuin, voortuin en zonneterras",3.410
Springfontein 2,Purmerend,€ 550.000,163 m²,152 m²,2004,Bestaande bouw,"Eengezinswoning, eindwoning",Lessenaardak bedekt met metaal,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"In woonwijk, open ligging en vrij uitzicht","Achtertuin, voortuin en zonneterras",5.570
Aan de Kromme Sloot 133,Uitgeest,€ 535.000,154 m²,148 m²,2008,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.410
Amnestylaan 68,Middelburg,€ 475.000,285 m²,161 m²,1991,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,1.040
Buorren 80,Houtigehage,€ 450.000,4.544 m²,112 m²,1939,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,Aan rustige weg,"Achtertuin, voortuin en zonneterras",905
Van Polanenpark 91,Wassenaar,€ 525.000,154 m²,150 m²,1971,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Beschutte ligging en in woonwijk,Achtertuin en voortuin,4.580
Baambrugse Zuwe 117 A,Vinkeveen,€ 1.175.000,1.408 m²,125 m²,1953,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een vliering,E,"Aan vaarwater, aan water en vrij uitzicht",Tuin rondom,1.670
Kanaalstraat 40,Aalsmeer,€ 500.000,137 m²,83 m²,1984,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (1 slaapkamer),1 badkamer,2 woonlagen,C,In centrum,Achtertuin en voortuin,2.790
Liesbergerhout 8,Harderwijk,€ 775.000,341 m²,161 m²,2009,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.345
Rodingsveen 160,'s-Heerenberg,€ 549.000,764 m²,148 m²,1994,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Tuin rondom,3.725
Irenestraat 1,Nederweert,€ 880.000,1.585 m²,317 m²,1978,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,"2 woonlagen, een vliering en een kelder",A,,"Achtertuin, voortuin en zijtuin",1.655
Mariastraat 19,Mariahout,€ 450.000,685 m²,148 m²,1964,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,E,In centrum,Tuin rondom,1.135
Clara's pad 12,Heinkenszand,€ 595.000,1.020 m²,205 m²,1955,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,9 kamers (6 slaapkamers),3 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,E,,Achtertuin en voortuin,€ 2.885
B. Vethstraat 63,Bergschenhoek,€ 575.000,131 m²,142 m²,2009,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,1.895
Siriusstraat 26,Borne,€ 250.000,137 m²,124 m²,1970,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.035
Alewijnlaan 4,Loosdrecht,€ 475.000,148 m²,109 m²,1966,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,6.430
De Verwondering 9,Amersfoort,€ 375.000,100 m²,113 m²,1992,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (6 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,B,"Beschutte ligging, in centrum en in woonwijk",Achtertuin,€ 3.668
Operadreef 28,Harderwijk,€ 525.000,261 m²,145 m²,2006,Bestaande bouw,"Eengezinswoning, hoekwoning",Schilddak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een zolder,A,In woonwijk,Achtertuin en voortuin,1.350
Borgercompagnie 237,Borgercompagnie (Gem. Veendam),€ 385.000,1.475 m²,95 m²,1938,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,G,Aan rustige weg en aan vaarwater,"Achtertuin, voortuin en zijtuin",430
Buitenwaarden 24,Grafhorst,€ 699.500,382 m²,207 m²,2018,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,4 woonlagen,A+++,"In woonwijk, open ligging en vrij uitzicht",Tuin rondom,1.020
Sniedersweide 2,Aalten,€ 549.000,483 m²,176 m²,1997,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een vliering,B,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",1.500
Bruggeschans 13,Leusden,€ 450.000,148 m²,125 m²,1998,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg,Achtertuin,1.790
Bieskamp 58,Druten,€ 279.500,250 m²,95 m²,1982,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in woonwijk en open ligging",Achtertuin en voortuin,3.135
Andellaan 27,Noordwijkerhout,€ 748.000,215 m²,175 m²,2010,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Zadeldak,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,A,Beschutte ligging en in woonwijk,Achtertuin en voortuin,€ 3.794
Malvert 5129,Nijmegen,€ 250.000,240 m²,98 m²,1968,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.390
St Theresiastraat 36,Eindhoven,€ 450.000,196 m²,128 m²,1928,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan drukke weg en in woonwijk,Achtertuin,3.930
Veerpolderstraat 134 -b,Arnhem,€ 269.000,107 m²,85 m²,1996,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan bosrand, aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.315
Aletta Jacobsstraat 61,Assendelft,€ 400.000,134 m²,97 m²,1986,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,6.190
Markeweg 7,Wedde,€ 475.000,1.307 m²,184 m²,2003,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en vrij uitzicht,Tuin rondom,605
Delfland 34,Purmerend,€ 400.000,208 m²,109 m²,1987,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,"Achtertuin, voortuin en zijtuin",5.175
Columbusstraat 117,Hoek van Holland,€ 340.000,146 m²,126 m²,1984,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,7.905
De Snieder 96,Groenlo,€ 295.000,152 m²,116 m²,2001,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,890
Blauwkapelseweg 9,Utrecht,€ 625.000,96 m²,116 m²,1910,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,"Aan park, in woonwijk en vrij uitzicht",Achtertuin,6.680
Mgr Zwijsenstraat 17,Eindhoven,€ 550.000,172 m²,119 m²,1954,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,Achtertuin en voortuin,1.820
Ahrdal 15,Capelle aan den IJssel,€ 410.000,261 m²,120 m²,1978,Bestaande bouw,"Eengezinswoning, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Beschutte ligging en in woonwijk,Achtertuin en zijtuin,1.880
Westerscheldestraat 135,Oost-Souburg,€ 249.500,161 m²,134 m²,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,1.050
De Lint 101,Zevenbergen,€ 419.000,195 m²,103 m²,1989,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.625
Postweg 10,Leersum,€ 398.000,167 m²,103 m²,1987,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Landelijk gelegen en vrij uitzicht,Achtertuin en voortuin,€ 4.141
Hogerwoerdstraat 24 +Garage,Haarlem,€ 500.000,123 m²,92 m²,1910,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,4 kamers (2 slaapkamers),2 badkamers,2 woonlagen,G,Aan rustige weg en in woonwijk,Achtertuin,1.155
Henri Eversstraat 11,Bergschenhoek,€ 675.000,234 m²,154 m²,2012,Bestaande bouw,"Herenhuis, geschakelde 2-onder-1-kapwoning",Mansarde dak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,830
Pricksteenweg 58,Kerkrade,€ 300.000,260 m²,153 m²,1919,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers,"2 woonlagen, een zolder en een kelder",D,Aan rustige weg en in woonwijk,Achtertuin,4.170
Heer Arnoldstraat 41,IJsselstein,€ 325.000,95 m²,63 m²,1955,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer,2 woonlagen en een zolder,C,Aan rustige weg en in centrum,Achtertuin,1.080
Stiendollen 18,Oudemirdum,€ 539.000,850 m²,172 m²,1990,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,"Aan bosrand, aan rustige weg en in bosrijke omgeving",Tuin rondom,1.355
De Bazelstraat 52,Rotterdam,€ 450.000,165 m²,116 m²,1965,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",10.995
Koewei 107,Arnhem,€ 319.000,148 m²,107 m²,1975,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",2.925
Bossestraat 126 b,Vogelwaarde,€ 595.000,1.400 m²,200 m²,2012,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),2 badkamers,2 woonlagen en een zolder,A,"Aan rustige weg, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,975
Zuideinde 168,Oostzaan,€ 625.000,328 m²,129 m²,1906,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een vliering,F,Vrij uitzicht,Achtertuin en voortuin,220
Genderensedijk 2 a,Genderen,€ 425.000,629 m²,122 m²,1974,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,E,"Aan rustige weg, landelijk gelegen en open ligging","Achtertuin, voortuin en zijtuin",115
Heinsbergerweg 126,Roermond,€ 275.000,255 m²,103 m²,1960,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,11 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",F,In woonwijk en vrij uitzicht,Achtertuin,2.100
Marga Klompélaan 297,Arnhem,€ 350.000,131 m²,78 m²,1993,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,In woonwijk,Achtertuin en voortuin,4.260
Ahuislanden 76,Enschede,€ 200.000,100 m²,132 m²,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin,4.615
Fortlaan 23,Numansdorp,Prijs op aanvraag,568 m²,227 m²,2020,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,A+,Buiten bebouwde kom en vrij uitzicht,Tuin rondom,1.225
Cattepoelseweg 338,Arnhem,€ 450.000,161 m²,91 m²,1952,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,In woonwijk,Achtertuin,3.230
Zuidlaan 69,Prinsenbeek,€ 489.000,241 m²,122 m²,1967,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,,Achtertuin en voortuin,11.035
Pastoor van Beurdenstraat 73,Tilburg,€ 375.000,187 m²,109 m²,1905,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met kunststof en pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en zonneterras,4.715
Zuivelstraat 38,Oldenzaal,€ 345.000,217 m²,89 m²,1964,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,G,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.840
Stedewaarts 15,Assen,€ 540.000,342 m²,192 m²,2007,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Samengesteld dak bedekt met metaal,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.070
Nieuwe Veldjes 19,Twello,€ 330.000,250 m²,75 m²,1938,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",E,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",5.360
Perengaarde 36,Houten,€ 400.000,134 m²,117 m²,1980,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.350
Het Horseler 58,Warnsveld,€ 575.000,428 m²,165 m²,2000,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin, zijtuin en zonneterras",1.080
Wilgenlaan 15,Driebruggen,€ 469.000,257 m²,108 m²,1987,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,€ 3.253
Rhenendael 167,Rhenen,€ 550.000,200 m²,148 m²,2002,Bestaande bouw,"Eengezinswoning, eindwoning (patiowoning)",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,,Achtertuin,270
Rietven 46,Enschede,€ 259.000,141 m²,109 m²,2005,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,2.315
Kamperfoelie 4,Nieuwegein,€ 365.000,141 m²,120 m²,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,
Ringvaartpark 37,Capelle aan den IJssel,€ 1.050.000,527 m²,218 m²,1997,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,B,"Aan bosrand, beschutte ligging en in woonwijk",Tuin rondom,690
Zadelmakerstraat 58,Duiven,€ 259.500,139 m²,110 m²,1977,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.340
Dr. Schaepmanlaan 69,Heemstede,€ 425.000,175 m²,106 m²,1957,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,,Achtertuin en voortuin,1.140
Berkenstraat 31 a,Boven-Leeuwen,€ 400.000,394 m²,119 m²,1990,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en zijtuin,1.530
van Ostadestraat 11,Zaandam,€ 487.500,181 m²,127 m²,1938,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,C,In woonwijk,Achtertuin en voortuin,3.055
Nijlstraat 11,Spijkenisse,€ 475.000,200 m²,125 m²,1987,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zonneterras",1.055
Vaartdijk 3 s,Wormerveer,€ 750.000,600 m²,180 m²,2004,Bestaande bouw,"Eengezinswoning, eindwoning (bedrijfs- of dienstwoning)",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (4 slaapkamers),1 badkamer en 3 aparte toiletten,4 woonlagen,A,"Aan rustige weg, aan vaarwater, aan water en vrij uitzicht",Zonneterras,270
Elzenhof 20,'s-Gravenzande,€ 415.000,142 m²,114 m²,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.680
Wederik 12,Reeuwijk,€ 550.000,248 m²,140 m²,1979,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,€ 3.661
de Hazelaar 10,Boxmeer,€ 620.000,500 m²,166 m²,1997,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Lessenaardak bedekt met bitumineuze dakbedekking,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen en een kelder,A,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",1.340
Reggedal 20,Capelle aan den IJssel,€ 350.000,148 m²,120 m²,1976,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,,Achtertuin en voortuin,1.880
Nieuwe Sluisstraat 4 A,Schiedam,€ 300.000,30 m²,73 m²,1800,Bestaande bouw,"Eengezinswoning, tussenwoning (hofjeswoning)",Samengesteld dak bedekt met overig,3 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,3 woonlagen,F,"Aan rustige weg, beschutte ligging en in centrum",,2.095
Couwenhoven 6134,Zeist,€ 575.000,171 m²,163 m²,1974,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,2.445
Korte Loostraat 37,Huissen,€ 525.000,351 m²,114 m²,1955,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,F,Aan rustige weg en beschutte ligging,Tuin rondom,6.105
Saturnusstraat 22,Haarlem,€ 725.000,115 m²,110 m²,,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.805
Roerstraat 10,Emmeloord,€ 375.000,249 m²,170 m²,1976,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,8 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.850
Stroodorpe 11 a,Sluiskil,€ 215.000,262 m²,88 m²,1957,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,D,Aan rustige weg en open ligging,"Achtertuin, voortuin en zijtuin",2.160
Gerbrandystraat 27,Vlissingen,€ 375.000,242 m²,112 m²,1938,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,"Achtertuin, voortuin en zijtuin",1.685
Aubade 63,Zaandam,€ 875.000,205 m²,153 m²,2015,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, aan vaarwater, in woonwijk en vrij uitzicht",Achtertuin en zijtuin,4.275
Kamelenspoor 448,Maarssen,€ 325.000,145 m²,99 m²,1978,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",Achtertuin,1.440
